,Time[sec],u[ft/s],v[ft/s],w[ft/s],p[rad/s],q[rad/s],r[rad/s],x[ft],y[ft],Altitude[ft],Bank_Angle[deg],Elevation_Angle[deg],Heading_Angle[deg],Gust_xf[ft/s],Gust_yf[ft/s],Gust_zf[ft/s]
18,0.9,13.17394272823,0.0,0.1424363517455,0.0,-0.07293468667172,0.0,11.40622250533,0.0,4760.411325434,0.0,-4.115538650774,0.0,0.0,0.0,0.0
19,0.95,13.2599526986,0.0,0.1212680177282,0.0,-0.06660240288911,0.0,12.06478379007,0.0,4760.356152729,0.0,-4.315508343116,0.0,0.0,0.0,0.0
20,1.0,13.34854271888,0.0,0.09959285744244,0.0,-0.05989190317347,0.0,12.72759463638,0.0,4760.299521282,0.0,-4.496782210248,0.0,0.0,0.0,0.0
21,1.05,13.43914231865,0.0,0.07756663282535,0.0,-0.05285977198262,0.0,13.39478813575,0.0,4760.241638078,0.0,-4.658357726667,0.0,0.0,0.0,0.0
22,1.1,13.53117669059,0.0,0.05534295226011,0.0,-0.0455628246534,0.0,14.06647038798,0.0,4760.182718907,0.0,-4.799394828009,0.0,0.0,0.0,0.0
23,1.15,13.62407006262,0.0,0.03307139832428,0.0,-0.03805787381178,0.0,14.74272001388,0.0,4760.122987431,0.0,-4.919216281276,0.0,0.0,0.0,0.0
24,1.2,13.71724887698,0.0,0.01089617982821,0.0,-0.03040136892503,0.0,15.42358781059,0.0,4760.062674156,0.0,-5.017307182137,0.0,0.0,0.0,0.0
25,1.25,13.81014477358,0.0,-0.01104481824903,0.0,-0.02264898312373,0.0,16.10909654614,0.0,4760.002015305,0.0,-5.093313329586,0.0,0.0,0.0,0.0
26,1.3,13.90219738504,0.0,-0.03262065133255,0.0,-0.01485519662418,0.0,16.79924088672,0.0,4759.941251559,0.0,-5.14703840226,0.0,0.0,0.0,0.0
27,1.35,13.99285769958,0.0,-0.05370779977396,0.0,-0.007072904552703,0.0,17.49398747776,0.0,4759.880626683,0.0,-5.178439973212,0.0,0.0,0.0,0.0
28,1.4,14.08159064515,0.0,-0.07419049154904,0.0,0.0006469417095467,0.0,18.1932751813,0.0,4759.82038604,0.0,-5.187624445007,0.0,0.0,0.0,0.0
29,1.45,14.1678776702,0.0,-0.09396082361094,0.0,0.008255642946687,0.0,18.89701545343,0.0,4759.760774999,0.0,-5.174841027013,0.0,0.0,0.0,0.0
30,1.5,14.25121928119,0.0,-0.1129187897129,0.0,0.01570700450409,0.0,19.60509287183,0.0,4759.702037253,0.0,-5.140474908883,0.0,0.0,0.0,0.0
31,1.55,14.33113747749,0.0,-0.1309722412634,0.0,0.02295753432331,0.0,20.3173658169,0.0,4759.644413068,0.0,-5.085039789422,0.0,0.0,0.0,0.0
32,1.6,14.40717806886,0.0,-0.1480367988013,0.0,0.02996659017735,0.0,21.03366730818,0.0,4759.588137484,0.0,-5.009169911859,0.0,0.0,0.0,0.0
33,1.65,14.47891286435,0.0,-0.1640357282378,0.0,0.03669648084282,0.0,21.75380599696,0.0,4759.533438483,0.0,-4.91361174448,0.0,0.0,0.0,0.0
34,1.7,14.54594172266,0.0,-0.1788997935448,0.0,0.04311252660379,0.0,22.47756731399,0.0,4759.480535164,0.0,-4.79921543097,0.0,0.0,0.0,0.0
35,1.75,14.6078944549,0.0,-0.1925670954844,0.0,0.0491830847633,0.0,23.20471477019,0.0,4759.42963593,0.0,-4.666926118879,0.0,0.0,0.0,0.0
36,1.8,14.66443257158,0.0,-0.2049829041276,0.0,0.05487954582997,0.0,23.93499140614,0.0,4759.380936729,0.0,-4.517775258297,0.0,0.0,0.0,0.0
37,1.85,14.71525086691,0.0,-0.2160994912753,0.0,0.0601763058219,0.0,24.66812138472,0.0,4759.334619363,0.0,-4.352871946902,0.0,0.0,0.0,0.0
38,1.9,14.76007883393,0.0,-0.2258759674722,0.0,0.06505071974694,0.0,25.40381171919,0.0,4759.290849889,0.0,-4.173394382424,0.0,0.0,0.0,0.0
39,1.95,14.79868190547,0.0,-0.2342781270807,0.0,0.06948304083131,0.0,26.14175412742,0.0,4759.249777142,0.0,-3.980581469808,0.0,0.0,0.0,0.0
40,2.0,14.83086251659,0.0,-0.2412783038657,0.0,0.07345634952274,0.0,26.88162700104,0.0,4759.211531391,0.0,-3.775724617987,0.0,0.0,0.0,0.0
41,2.05,14.85646098499,0.0,-0.2468552387061,0.0,0.07695647572615,0.0,27.62309747666,0.0,4759.176223156,0.0,-3.560159750478,0.0,0.0,0.0,0.0
42,2.1,14.87535620684,0.0,-0.2509939603801,0.0,0.0799719171707,0.0,28.36582359484,0.0,4759.143942193,0.0,-3.335259544919,0.0,0.0,0.0,0.0
43,2.15,14.88746616616,0.0,-0.2536856798436,0.0,0.08249375627628,0.0,29.10945653093,0.0,4759.114756674,0.0,-3.102425909099,0.0,0.0,0.0,0.0
44,2.2,14.89274825637,0.0,-0.2549276980127,0.0,0.08451557740192,0.0,29.85364288105,0.0,4759.088712555,0.0,-2.863082695,0.0,0.0,0.0,0.0
45,2.25,14.8911994135,0.0,-0.2547233267372,0.0,0.08603338592576,0.0,30.59802698517,0.0,4759.065833164,0.0,-2.618668647571,0.0,0.0,0.0,0.0
46,2.3,14.88285606072,0.0,-0.2530818223975,0.0,0.08704553022928,0.0,31.34225326879,0.0,4759.046118996,0.0,-2.370630581373,0.0,0.0,0.0,0.0
47,2.35,14.8677938645,0.0,-0.2500183313381,0.0,0.08755262733815,0.0,32.08596858444,0.0,4759.029547725,0.0,-2.120416775635,0.0,0.0,0.0,0.0
48,2.4,14.84612730292,0.0,-0.2455538461536,0.0,0.087557492703,0.0,32.82882453376,0.0,4759.016074434,0.0,-1.869470576499,0.0,0.0,0.0,0.0
49,2.45,14.81800904683,0.0,-0.2397151716387,0.0,0.08706507438116,0.0,33.57047975141,0.0,4759.005632057,0.0,-1.619224194161,0.0,0.0,0.0,0.0
50,2.5,14.78362915504,0.0,-0.2325348989906,0.0,0.08608239169784,0.0,34.31060213221,0.0,4758.998132034,0.0,-1.37109268217,0.0,0.0,0.0,0.0
51,2.55,14.74321408441,0.0,-0.2240513865938,0.0,0.08461847831373,0.0,35.04887098394,0.0,4758.993465153,0.0,-1.126468086111,0.0,0.0,0.0,0.0
52,2.6,14.69702551619,0.0,-0.2143087454071,0.0,0.08268432949937,0.0,35.78497908873,0.0,4758.991502592,0.0,-0.8867137493207,0.0,0.0,0.0,0.0
53,2.65,14.64535899984,0.0,-0.2033568266059,0.0,0.08029285330634,0.0,36.51863465755,0.0,4758.992097126,0.0,-0.6531587639896,0.0,0.0,0.0,0.0
54,2.7,14.58854241554,0.0,-0.1912512087008,0.0,0.07745882522507,0.0,37.24956316325,0.0,4758.995084497,0.0,-0.4270925570744,0.0,0.0,0.0,0.0
55,2.75,14.52693425691,0.0,-0.1780531808516,0.0,0.07419884582262,0.0,37.97750903931,0.0,4759.000284922,0.0,-0.209759601717,0.0,0.0,0.0,0.0
56,2.8,14.46092173539,0.0,-0.1638297185326,0.0,0.07053130075663,0.0,38.70223723285,0.0,4759.00750472,0.0,-0.002354246487513,0.0,0.0,0.0,0.0
57,2.85,14.39091870806,0.0,-0.1486534470791,0.0,0.0664763224587,0.0,39.42353460222,0.0,4759.016538044,0.0,0.1939843433729,0.0,0.0,0.0,0.0
58,2.9,14.31736343108,0.0,-0.132602587976,0.0,0.06205575267019,0.0,40.14121115109,0.0,4759.02716869,0.0,0.378177136347,0.0,0.0,0.0,0.0
59,2.95,14.24071614148,0.0,-0.115760882054,0.0,0.05729310489275,0.0,40.85510109252,0.0,4759.039171963,0.0,0.5492100778028,0.0,0.0,0.0,0.0
60,3.0,14.16145647076,0.0,-0.09821748306545,0.0,0.0522135256852,0.0,41.56506373829,0.0,4759.052316578,0.0,0.7061388241789,0.0,0.0,0.0,0.0
61,3.05,14.08008069507,0.0,-0.08006681445012,0.0,0.04684375359761,0.0,42.27098421019,0.0,4759.066366577,0.0,0.848093363192,0.0,0.0,0.0,0.0
62,3.1,13.99709882764,0.0,-0.06140838151098,0.0,0.0412120743848,0.0,42.97277397144,0.0,4759.081083231,0.0,0.974282511389,0.0,0.0,0.0,0.0
63,3.15,13.91303156117,0.0,-0.04234653073944,0.0,0.03534827098654,0.0,43.67037117785,0.0,4759.096226925,0.0,1.083998276258,0.0,0.0,0.0,0.0
64,3.2,13.82840706871,0.0,-0.02299014765638,0.0,0.02928356660277,0.0,44.36374084952,0.0,4759.111558977,0.0,1.17662006555,0.0,0.0,0.0,0.0
65,3.25,13.743757669,0.0,-0.00345228407047,0.0,0.02305055902025,0.0,45.05287486472,0.0,4759.126843406,0.0,1.25161872144,0.0,0.0,0.0,0.0
66,3.3,13.65961627657,0.0,0.01615029791781,0.0,0.01668314400721,0.0,45.73779177691,0.0,4759.141848602,0.0,1.308560351607,0.0,0.0,0.0,0.0
67,3.35,13.57651295524,0.0,0.03569766627381,0.0,0.01021642568641,0.0,46.41853645681,0.0,4759.156348903,0.0,1.34710992195,0.0,0.0,0.0,0.0
68,3.4,13.49497163054,0.0,0.05506732199853,0.0,0.003686612689578,0.0,47.0951795836,0.0,4759.170126056,0.0,1.367034572974,0.0,0.0,0.0,0.0
69,3.45,13.41550630038,0.0,0.07413490846264,0.0,-0.002869100413223,0.0,47.76781697762,0.0,4759.182970557,0.0,1.368206618135,0.0,0.0,0.0,0.0
70,3.5,13.33861736794,0.0,0.09277503643912,0.0,-0.009412670926071,0.0,48.43656877489,0.0,4759.194682856,0.0,1.350606175564,0.0,0.0,0.0,0.0
71,3.55,13.26478802454,0.0,0.1108622081431,0.0,-0.01590536759546,0.0,49.10157845507,0.0,4759.205074423,0.0,1.314323374372,0.0,0.0,0.0,0.0
72,3.6,13.19448070122,0.0,0.1282718362048,0.0,-0.02230795338945,0.0,49.76301173116,0.0,4759.21396867,0.0,1.259560070906,0.0,0.0,0.0,0.0
73,3.65,13.12813362713,0.0,0.1448813514572,0.0,-0.02858089277171,0.0,50.42105530998,0.0,4759.221201729,0.0,1.18663100659,0.0,0.0,0.0,0.0
74,3.7,13.06615753686,0.0,0.1605713895971,0.0,-0.03468458445134,0.0,51.07591553246,0.0,4759.226623087,0.0,1.095964335664,0.0,0.0,0.0,0.0
75,3.75,13.00893257009,0.0,0.1752270424186,0.0,-0.04057962012035,0.0,51.72781690418,0.0,4759.230096081,0.0,0.9881014489838,0.0,0.0,0.0,0.0
76,3.8,12.95680540739,0.0,0.1887391548015,0.0,-0.04622706904591,0.0,52.37700052656,0.0,4759.231498254,0.0,0.8636960194616,0.0,0.0,0.0,0.0
77,3.85,12.9100866839,0.0,0.2010056441598,0.0,-0.0515887875665,0.0,53.02372244035,0.0,4759.230721589,0.0,0.7235121962208,0.0,0.0,0.0,0.0
78,3.9,12.86904872014,0.0,0.2119328148652,0.0,-0.05662775155687,0.0,53.66825189325,0.0,4759.22767263,0.0,0.5684218786505,0.0,0.0,0.0,0.0
79,3.95,12.83392360437,0.0,0.2214366365138,0.0,-0.06130840879326,0.0,54.31086954425,0.0,4759.222272487,0.0,0.3994010086728,0.0,0.0,0.0,0.0
80,4.0,12.80490165486,0.0,0.2294439521208,0.0,-0.06559704689868,0.0,54.95186561771,0.0,4759.214456756,0.0,0.2175248300986,0.0,0.0,0.0,0.0
81,4.05,12.78213028347,0.0,0.2358935807569,0.0,-0.06946217122852,0.0,55.59153802042,0.0,4759.204175359,0.0,0.02396207820373,0.0,0.0,0.0,0.0
82,4.1,12.76571327329,0.0,0.2407372791128,0.0,-0.07287488574087,0.0,56.23019043516,0.0,4759.191392318,0.0,-0.1800319192918,0.0,0.0,0.0,0.0
83,4.15,12.75571047454,0.0,0.243940528284,0.0,-0.07580926867666,0.0,56.86813040403,0.0,4759.176085475,0.0,-0.3931232269523,0.0,0.0,0.0,0.0
84,4.2,12.75213791361,0.0,0.2454831158841,0.0,-0.07824273385996,0.0,57.50566741497,0.0,4759.158246175,0.0,-0.61390834424,0.0,0.0,0.0,0.0
85,4.25,12.75496830128,0.0,0.2453594894235,0.0,-0.08015636773217,0.0,58.14311100414,0.0,4759.137878932,0.0,-0.8409242507834,0.0,0.0,0.0,0.0
86,4.3,12.76413191806,0.0,0.2435788645414,0.0,-0.08153523196131,0.0,58.78076888636,0.0,4759.115001073,0.0,-1.072659370246,0.0,0.0,0.0,0.0
87,4.35,12.77951784767,0.0,0.240165080723,0.0,-0.08236862169968,0.0,59.41894512514,0.0,4759.08964238,0.0,-1.307565339847,0.0,0.0,0.0,0.0
88,4.4,12.80097552415,0.0,0.2351562069677,0.0,-0.08265027034384,0.0,60.0579383527,0.0,4759.061844741,0.0,-1.544069445143,0.0,0.0,0.0,0.0
89,4.45,12.82831655441,0.0,0.228603909747,0.0,-0.08237849297293,0.0,60.69804004967,0.0,4759.031661807,0.0,-1.780587555225,0.0,0.0,0.0,0.0
90,4.5,12.86131677629,0.0,0.2205726047361,0.0,-0.08155626244617,0.0,61.33953289262,0.0,4758.999158665,0.0,-2.015537373596,0.0,0.0,0.0,0.0
91,4.55,12.89971851187,0.0,0.2111384215136,0.0,-0.08019121432162,0.0,61.9826891771,0.0,4758.964411516,0.0,-2.24735180575,0.0,0.0,0.0,0.0
92,4.6,12.94323297768,0.0,0.2003880161711,0.0,-0.07829557917204,0.0,62.62776932211,0.0,4758.927507371,0.0,-2.474492236929,0.0,0.0,0.0,0.0
93,4.65,12.99154281589,0.0,0.1884172702513,0.0,-0.07588604335999,0.0,63.27502046148,0.0,4758.888543743,0.0,-2.695461513012,0.0,0.0,0.0,0.0
94,4.7,13.0443047145,0.0,0.1753299155928,0.0,-0.07298354173121,0.0,63.9246751264,0.0,4758.847628344,0.0,-2.908816423993,0.0,0.0,0.0,0.0
95,4.75,13.10115208864,0.0,0.161236123675,0.0,-0.0696129878505,0.0,64.57695002273,0.0,4758.804878763,0.0,-3.113179502578,0.0,0.0,0.0,0.0
96,4.8,13.16169779959,0.0,0.1462510952795,0.0,-0.06580294922528,0.0,65.23204490604,0.0,4758.760422122,0.0,-3.307249969273,0.0,0.0,0.0,0.0
97,4.85,13.22553689205,0.0,0.1304936821675,0.0,-0.0615852763636,0.0,65.89014155676,0.0,4758.714394698,0.0,-3.489813678726,0.0,0.0,0.0,0.0
98,4.9,13.29224933419,0.0,0.114085067486,0.0,-0.05699469545928,0.0,66.55140285778,0.0,4758.666941507,0.0,-3.659751948938,0.0,0.0,0.0,0.0
99,4.95,13.36140274793,0.0,0.09714752622535,0.0,-0.05206837498448,0.0,67.21597197628,0.0,4758.61821582,0.0,-3.81604918379,0.0,0.0,0.0,0.0
100,5.0,13.43255511936,0.0,0.07980328161878,0.0,-0.04684547652621,0.0,67.88397165171,0.0,4758.568378623,0.0,-3.957799228974,0.0,0.0,0.0,0.0
101,5.05,13.50525748106,0.0,0.0621734682113,0.0,-0.04136669987341,0.0,68.55550359177,0.0,4758.517598,0.0,-4.084210430636,0.0,0.0,0.0,0.0
102,5.1,13.5790565589,0.0,0.04437720763483,0.0,-0.03567383170532,0.0,69.23064797832,0.0,4758.466048437,0.0,-4.194609393826,0.0,0.0,0.0,0.0
103,5.15,13.65349737621,0.0,0.02653079906648,0.0,-0.02980930631868,0.0,69.90946308507,0.0,4758.413910044,0.0,-4.288443463418,0.0,0.0,0.0,0.0
104,5.2,13.7281258056,0.0,0.008747023106332,0.0,-0.02381578573584,0.0,70.59198500912,0.0,4758.361367681,0.0,-4.365281972747,0.0,0.0,0.0,0.0
105,5.25,13.8024910264,0.0,-0.008865442592042,0.0,-0.01773576539056,0.0,71.27822751757,0.0,4758.308610013,0.0,-4.424816324604,0.0,0.0,0.0,0.0
106,5.3,13.87614786712,0.0,-0.02620247979297,0.0,-0.01161121141857,0.0,71.96818200671,0.0,4758.255828472,0.0,-4.466858986415,0.0,0.0,0.0,0.0
107,5.35,13.94865956132,0.0,-0.0431649561761,0.0,-0.005483231920123,0.0,72.66181758935,0.0,4758.203216135,0.0,-4.491341495985,0.0,0.0,0.0,0.0
108,5.4,14.01959993717,0.0,-0.05965907308645,0.0,0.0006082211646489,0.0,73.359081312,0.0,4758.150966549,0.0,-4.49831156818,0.0,0.0,0.0,0.0
109,5.45,14.08855559289,0.0,-0.07559658809226,0.0,0.006624613237426,0.0,74.05989848937,0.0,4758.099272478,0.0,-4.487929399775,0.0,0.0,0.0,0.0
110,5.5,14.15512802652,0.0,-0.09089497506399,0.0,0.01252904960166,0.0,74.76417316199,0.0,4758.048324612,0.0,-4.4604632814,0.0,0.0,0.0,0.0
111,5.55,14.21893567585,0.0,-0.1054775328762,0.0,0.01828646122279,0.0,75.47178867833,0.0,4757.99831023,0.0,-4.416284625068,0.0,0.0,0.0,0.0
112,5.6,14.27961585687,0.0,-0.1192734505092,0.0,0.02386375590313,0.0,76.18260840087,0.0,4757.94941185,0.0,-4.355862509613,0.0,0.0,0.0,0.0
113,5.65,14.33682659205,0.0,-0.1322178358995,0.0,0.02922993743168,0.0,76.89647653521,0.0,4757.901805864,0.0,-4.279757839555,0.0,0.0,0.0,0.0
114,5.7,14.39024832105,0.0,-0.1442517154942,0.0,0.03435619554313,0.0,77.61321907983,0.0,4757.855661181,0.0,-4.188617205109,0.0,0.0,0.0,0.0
115,5.75,14.4395854868,0.0,-0.1553220108941,0.0,0.03921596970818,0.0,78.33264489348,0.0,4757.811137903,0.0,-4.083166522682,0.0,0.0,0.0,0.0
116,5.8,14.48456799079,0.0,-0.1653814982682,0.0,0.0437849898682,0.0,79.05454687554,0.0,4757.768386039,0.0,-3.964204526373,0.0,0.0,0.0,0.0
117,5.85,14.52495251191,0.0,-0.1743887554549,0.0,0.0480412972214,0.0,79.778703254,0.0,4757.727544275,0.0,-3.832596172056,0.0,0.0,0.0,0.0
118,5.9,14.56052368378,0.0,-0.1823081008907,0.0,0.05196524807673,0.0,80.50487897426,0.0,4757.688738819,0.0,-3.689266006862,0.0,0.0,0.0,0.0
119,5.95,14.59109512636,0.0,-0.1891095277667,0.0,0.05553950362861,0.0,81.23282718091,0.0,4757.652082346,0.0,-3.535191548421,0.0,0.0,0.0,0.0
120,6.0,14.61651032792,0.0,-0.1947686361256,0.0,0.05874900828969,0.0,81.96229078326,0.0,4757.617673027,0.0,-3.37139671037,0.0,0.0,0.0,0.0
121,6.05,14.63664337444,0.0,-0.1992665649981,0.0,0.06158095896631,0.0,82.69300409483,0.0,4757.585593694,0.0,-3.198945303434,0.0,0.0,0.0,0.0
122,6.1,14.65139952386,0.0,-0.2025899261268,0.0,0.06402476738878,0.0,83.42469453535,0.0,4757.555911122,0.0,-3.018934634932,0.0,0.0,0.0,0.0
123,6.15,14.66071562321,0.0,-0.2047307403542,0.0,0.06607201732897,0.0,84.15708438366,0.0,4757.528675449,0.0,-2.832489223919,0.0,0.0,0.0,0.0
124,6.2,14.66456036729,0.0,-0.2056863773304,0.0,0.06771641826242,0.0,84.88989256859,0.0,4757.503919746,0.0,-2.640754644316,0.0,0.0,0.0,0.0
125,6.25,14.66293439787,0.0,-0.2054594988351,0.0,0.06895375676912,0.0,85.62283648465,0.0,4757.481659736,0.0,-2.444891504303,0.0,0.0,0.0,0.0
126,6.3,14.6558702431,0.0,-0.2040580056844,0.0,0.06978184672108,0.0,86.35563381881,0.0,4757.461893665,0.0,-2.246069566893,0.0,0.0,0.0,0.0
127,6.35,14.64343209686,0.0,-0.2014949878997,0.0,0.0702004790806,0.0,87.0880043746,0.0,4757.444602335,0.0,-2.045462013946,0.0,0.0,0.0,0.0
128,6.4,14.62571543853,0.0,-0.1977886775404,0.0,0.07021137192938,0.0,87.81967187927,0.0,4757.429749292,0.0,-1.84423985379,0.0,0.0,0.0,0.0
129,6.45,14.60284649367,0.0,-0.1929624033366,0.0,0.06981812116802,0.0,88.55036576053,0.0,4757.417281167,0.0,-1.643566471131,0.0,0.0,0.0,0.0
130,6.5,14.57498153673,0.0,-0.187044545988,0.0,0.06902615216333,0.0,89.27982287891,0.0,4757.407128171,0.0,-1.444592316895,0.0,0.0,0.0,0.0
131,6.55,14.54230603681,0.0,-0.1800684927214,0.0,0.06784267247756,0.0,90.00778920302,0.0,4757.39920473,0.0,-1.248449735068,0.0,0.0,0.0,0.0
132,6.6,14.50503364821,0.0,-0.172072589405,0.0,0.06627662568477,0.0,90.73402141491,0.0,4757.393410255,0.0,-1.05624792339,0.0,0.0,0.0,0.0
133,6.65,14.46340504747,0.0,-0.163100088212,0.0,0.06433864616273,0.0,91.4582884341,0.0,4757.389630051,0.0,-0.869068024934,0.0,0.0,0.0,0.0
134,6.7,14.41768661904,0.0,-0.153199088494,0.0,0.06204101464084,0.0,92.18037284915,0.0,4757.387736321,0.0,-0.6879583480636,0.0,0.0,0.0,0.0
135,6.75,14.36816899214,0.0,-0.1424224681827,0.0,0.05939761418352,0.0,92.90007224713,0.0,4757.387589291,0.0,-0.5139297130341,0.0,0.0,0.0,0.0
136,6.8,14.31516543166,0.0,-0.1308278026791,0.0,0.05642388619078,0.0,93.61720043206,0.0,4757.389038418,0.0,-0.347950924573,0.0,0.0,0.0,0.0
137,6.85,14.25901008666,0.0,-0.1184772678247,0.0,0.05313678590317,0.0,94.33158852467,0.0,4757.391923669,0.0,-0.1909443711012,0.0,0.0,0.0,0.0
138,6.9,14.20005610034,0.0,-0.1054375231988,0.0,0.04955473680422,0.0,95.0430859369,0.0,4757.396076867,0.0,-0.04378175286235,0.0,0.0,0.0,0.0
139,6.95,14.13867358651,0.0,-0.09177957164956,0.0,0.04569758322058,0.0,95.75156121575,0.0,4757.40132308,0.0,0.0927200569011,0.0,0.0,0.0,0.0
140,7.0,14.07524747803,0.0,-0.07757859067719,0.0,0.04158654032777,0.0,96.45690275227,0.0,4757.407482036,0.0,0.2178030114482,0.0,0.0,0.0,0.0
141,7.05,14.01017525425,0.0,-0.06291373106131,0.0,0.03724414067903,0.0,97.15901935266,0.0,4757.414369555,0.0,0.3307717420421,0.0,0.0,0.0,0.0
142,7.1,13.94386455516,0.0,-0.04786787797807,0.0,0.0326941762877,0.0,97.85784066928,0.0,4757.421798978,0.0,0.4309972501257,0.0,0.0,0.0,0.0
143,7.15,13.87673069154,0.0,-0.03252736981471,0.0,0.02796163521164,0.0,98.55331749085,0.0,4757.42958258,0.0,0.5179204259467,0.0,0.0,0.0,0.0
144,7.2,13.80919406115,0.0,-0.01698166993647,0.0,0.02307263151203,0.0,99.24542189175,0.0,4757.437532952,0.0,0.5910553762833,0.0,0.0,0.0,0.0
145,7.25,13.74167747801,0.0,-0.001322986600927,0.0,0.01805432738112,0.0,99.93414724123,0.0,4757.445464338,0.0,0.6499925405909,0.0,0.0,0.0,0.0
146,7.3,13.67460335274,0.0,0.01435416663747,0.0,0.01293484602188,0.0,100.6195080726,0.0,4757.453193916,0.0,0.6944015713116,0.0,0.0,0.0,0.0
147,7.35,13.60839102359,0.0,0.02995346628876,0.0,0.007743174005706,0.0,101.3015398145,0.0,4757.460543014,0.0,0.7240339491335,0.0,0.0,0.0,0.0
148,7.4,13.54345413719,0.0,0.04537731049388,0.0,0.002509052863714,0.0,101.9802984025,0.0,4757.467338244,0.0,0.7387253038164,0.0,0.0,0.0,0.0
149,7.45,13.48019773471,0.0,0.0605274234224,0.0,-0.002737140262759,0.0,102.6558597617,0.0,4757.473412561,0.0,0.7383974088825,0.0,0.0,0.0,0.0
150,7.5,13.41901545206,0.0,0.0753055295557,0.0,-0.007964525902002,0.0,103.3283191653,0.0,4757.47860622,0.0,0.7230598148912,0.0,0.0,0.0,0.0
151,7.55,13.36028677782,0.0,0.08961408439987,0.0,-0.01314187052003,0.0,103.9977904751,0.0,4757.482767645,0.0,0.6928110796273,0.0,0.0,0.0,0.0
152,7.6,13.30437438511,0.0,0.1033570563492,0.0,-0.01823775017247,0.0,104.6644052725,0.0,4757.485754195,0.0,0.6478395515787,0.0,0.0,0.0,0.0
153,7.65,13.25162156386,0.0,0.1164407531425,0.0,-0.02322072974288,0.0,105.3283118861,0.0,4757.487432827,0.0,0.588423662286,0.0,0.0,0.0,0.0
154,7.7,13.20234978126,0.0,0.1287746840794,0.0,-0.02805955769634,0.0,105.9896743233,0.0,4757.487680665,0.0,0.5149316829381,0.0,0.0,0.0,0.0
155,7.75,13.15685639864,0.0,0.1402724467231,0.0,-0.03272337590574,0.0,106.6486711147,0.0,4757.486385458,0.0,0.4278209013056,0.0,0.0,0.0,0.0
